Datetime,open,high,low,close,volume
2025-03-03 14:30:00+00:00,5968.330078125,5986.08984375,5919.18017578125,5952.7099609375,0
2025-03-03 15:30:00+00:00,5952.8701171875,5962.740234375,5935.1201171875,5937.18994140625,352253198
2025-03-03 16:30:00+00:00,5937.14990234375,5953.16015625,5923.85009765625,5949.509765625,288563000
2025-03-03 17:30:00+00:00,5949.509765625,5953.47021484375,5890.6298828125,5892.6298828125,342420000
2025-03-03 18:30:00+00:00,5892.60009765625,5913.33984375,5886.85986328125,5896.580078125,309999000
2025-03-03 19:30:00+00:00,5896.5,5917.60009765625,5819.919921875,5823.27001953125,486334000
2025-03-03 20:30:00+00:00,5823.25,5851.330078125,5810.91015625,5851.330078125,541280000
2025-03-04 14:30:00+00:00,5811.97998046875,5811.97998046875,5732.58984375,5756.580078125,0
2025-03-04 15:30:00+00:00,5756.39990234375,5770.64990234375,5733.240234375,5740.77978515625,539117520
2025-03-04 16:30:00+00:00,5740.3798828125,5796.35009765625,5740.35009765625,5790.169921875,442423000
2025-03-04 17:30:00+00:00,5790.31982421875,5811.4501953125,5771.4501953125,5786.8701171875,364482000
2025-03-04 18:30:00+00:00,5786.7001953125,5841.1298828125,5781.8701171875,5826.1201171875,358888000
2025-03-04 19:30:00+00:00,5826.2900390625,5865.080078125,5820.56982421875,5851.5,402163000
2025-03-04 20:30:00+00:00,5850.89013671875,5852.02978515625,5759.35009765625,5777.43994140625,572820000
2025-03-05 14:30:00+00:00,5781.35986328125,5806.68994140625,5761.6298828125,5770.7099609375,0
2025-03-05 15:30:00+00:00,5770.830078125,5794.33984375,5750.490234375,5759.89990234375,375963431
2025-03-05 16:30:00+00:00,5759.72021484375,5798.419921875,5742.35009765625,5798.35986328125,313639000
2025-03-05 17:30:00+00:00,5798.509765625,5822.31005859375,5790.75,5803.93994140625,296966000
2025-03-05 18:30:00+00:00,5803.93994140625,5854.72021484375,5791.669921875,5839.56982421875,308923000
2025-03-05 19:30:00+00:00,5839.7900390625,5860.58984375,5832.8798828125,5853.64013671875,339688000
2025-03-05 20:30:00+00:00,5853.4599609375,5853.4599609375,5826.52001953125,5840.9501953125,443613000
2025-03-06 14:30:00+00:00,5785.8701171875,5798.490234375,5746.52978515625,5796.35986328125,0
2025-03-06 15:30:00+00:00,5796.14013671875,5812.080078125,5784.3798828125,5797.25,344126186
2025-03-06 16:30:00+00:00,5797.009765625,5810.0400390625,5731.7900390625,5736.6298828125,335781688
2025-03-06 17:30:00+00:00,5736.72021484375,5751.68017578125,5721.58984375,5736.080078125,296278000
2025-03-06 18:30:00+00:00,5736.08984375,5741.31982421875,5712.14013671875,5716.72021484375,315173000
2025-03-06 19:30:00+00:00,5716.58984375,5759.47998046875,5711.64013671875,5740.77978515625,433149000
2025-03-06 20:30:00+00:00,5740.7001953125,5752.1201171875,5726.740234375,5738.490234375,486145000
2025-03-07 14:30:00+00:00,5726.009765625,5770.47998046875,5719.68017578125,5732.7998046875,0
2025-03-07 15:30:00+00:00,5732.97998046875,5736.85009765625,5683.43017578125,5685.080078125,556631827
2025-03-07 16:30:00+00:00,5685.39990234375,5694.8798828125,5666.2900390625,5689.60986328125,472360000
2025-03-07 17:30:00+00:00,5689.7099609375,5751.83984375,5684.919921875,5735.64990234375,410965000
2025-03-07 18:30:00+00:00,5735.740234375,5782.509765625,5733.56982421875,5775.83984375,370253000
2025-03-07 19:30:00+00:00,5776.0,5781.18994140625,5757.25,5769.81005859375,385036000
2025-03-07 20:30:00+00:00,5769.7099609375,5783.009765625,5739.68017578125,5769.14990234375,525867000
2025-03-10 13:30:00+00:00,5705.3701171875,5705.3701171875,5659.97998046875,5663.10009765625,0
2025-03-10 14:30:00+00:00,5663.10986328125,5663.4599609375,5638.83984375,5659.16015625,581695945
2025-03-10 15:30:00+00:00,5659.10986328125,5673.9501953125,5633.169921875,5644.93994140625,433933000
2025-03-10 16:30:00+00:00,5645.33984375,5658.8798828125,5619.52001953125,5626.2998046875,390464000
2025-03-10 17:30:00+00:00,5626.27978515625,5627.10009765625,5602.77978515625,5605.89013671875,392844000
2025-03-10 18:30:00+00:00,5605.91015625,5620.330078125,5564.93994140625,5605.02978515625,516717000
2025-03-10 19:30:00+00:00,5605.240234375,5632.68017578125,5599.9599609375,5615.0,642217000
2025-03-11 13:30:00+00:00,5603.64990234375,5625.68017578125,5564.6201171875,5567.41015625,0
2025-03-11 14:30:00+00:00,5567.35009765625,5596.02001953125,5549.080078125,5580.27001953125,535875708
2025-03-11 15:30:00+00:00,5580.39013671875,5607.509765625,5556.9501953125,5566.93994140625,359632000
2025-03-11 16:30:00+00:00,5567.2001953125,5576.56982421875,5528.8798828125,5530.06982421875,319556000
2025-03-11 17:30:00+00:00,5529.85009765625,5600.60986328125,5528.41015625,5592.7099609375,384731000
2025-03-11 18:30:00+00:00,5592.64990234375,5636.2998046875,5582.68017578125,5604.31005859375,508354000
2025-03-11 19:30:00+00:00,5604.4501953125,5610.56005859375,5569.58984375,5571.7900390625,525871000
2025-03-12 13:30:00+00:00,5624.83984375,5642.18994140625,5589.35009765625,5599.3798828125,0
2025-03-12 14:30:00+00:00,5599.22021484375,5600.64990234375,5546.08984375,5577.43994140625,436688964
2025-03-12 15:30:00+00:00,5577.5,5616.5498046875,5574.9599609375,5611.0,337338000
2025-03-12 16:30:00+00:00,5611.1201171875,5622.7001953125,5596.0,5622.47998046875,294469000
2025-03-12 17:30:00+00:00,5622.5,5625.9501953125,5586.68017578125,5610.169921875,299666000
2025-03-12 18:30:00+00:00,5610.2998046875,5626.91015625,5598.0400390625,5605.009765625,337832000
2025-03-12 19:30:00+00:00,5605.009765625,5610.93994140625,5590.93994140625,5598.27978515625,460388000
2025-03-13 13:30:00+00:00,5594.4501953125,5597.77978515625,5551.7001953125,5579.22021484375,0
2025-03-13 14:30:00+00:00,5579.2099609375,5590.1298828125,5549.3798828125,5550.91015625,366920088
2025-03-13 15:30:00+00:00,5550.669921875,5556.7900390625,5530.06005859375,5533.5,355530000
2025-03-13 16:30:00+00:00,5533.58984375,5552.2099609375,5511.39990234375,5519.16015625,309657000
2025-03-13 17:30:00+00:00,5518.81982421875,5538.66015625,5504.64990234375,5537.27001953125,306649000
2025-03-13 18:30:00+00:00,5537.35009765625,5553.10009765625,5517.990234375,5522.25,334532000
2025-03-13 19:30:00+00:00,5522.35986328125,5527.58984375,5509.259765625,5521.56005859375,466256000
2025-03-14 13:30:00+00:00,5563.85009765625,5603.93017578125,5563.85009765625,5576.02001953125,0
2025-03-14 14:30:00+00:00,5575.990234375,5621.5,5575.7099609375,5617.39013671875,354567386
2025-03-14 15:30:00+00:00,5617.3798828125,5630.919921875,5607.830078125,5609.39013671875,297108644
2025-03-14 16:30:00+00:00,5609.27978515625,5634.06005859375,5607.72021484375,5621.47021484375,258290000
2025-03-14 17:30:00+00:00,5621.4501953125,5625.83984375,5609.68017578125,5613.740234375,231099000
2025-03-14 18:30:00+00:00,5613.830078125,5634.0,5613.830078125,5625.240234375,295633000
2025-03-14 19:30:00+00:00,5625.25,5645.27001953125,5621.2900390625,5636.85986328125,464315000
2025-03-17 13:30:00+00:00,5635.60009765625,5669.2998046875,5631.1201171875,5652.419921875,0
2025-03-17 14:30:00+00:00,5652.5,5662.7998046875,5641.759765625,5648.5498046875,345376935
2025-03-17 15:30:00+00:00,5648.5400390625,5658.6298828125,5636.009765625,5644.919921875,253423310
