Datetime,open,high,low,close,volume
2026-02-23 14:30:00+00:00,24952.923828125,24974.97265625,24949.16015625,24951.4375,0
2026-02-23 14:31:00+00:00,24950.16015625,24950.78125,24917.998046875,24917.998046875,10063260
2026-02-23 14:32:00+00:00,24920.232421875,24977.080078125,24920.232421875,24975.376953125,11479122
2026-02-23 14:33:00+00:00,24966.8984375,24972.630859375,24950.583984375,24950.583984375,10666050
2026-02-23 14:34:00+00:00,24945.859375,24971.6171875,24945.859375,24945.87109375,6281713
2026-02-23 14:35:00+00:00,24952.619140625,24952.974609375,24934.263671875,24942.029296875,6418723
2026-02-23 14:36:00+00:00,24936.8046875,24941.513671875,24917.578125,24938.6171875,6027163
2026-02-23 14:37:00+00:00,24926.158203125,24948.818359375,24917.591796875,24948.818359375,5017222
2026-02-23 14:38:00+00:00,24965.00390625,24965.00390625,24949.953125,24961.091796875,5059954
2026-02-23 14:39:00+00:00,24950.62890625,24950.62890625,24938.70703125,24945.333984375,5257067
2026-02-23 14:40:00+00:00,24936.0234375,24936.0234375,24882.40625,24882.40625,5741660
2026-02-23 14:41:00+00:00,24874.47265625,24880.7265625,24854.052734375,24858.546875,6073900
2026-02-23 14:42:00+00:00,24857.62109375,24857.62109375,24840.0625,24851.701171875,5771848
2026-02-23 14:43:00+00:00,24846.8515625,24852.716796875,24837.625,24850.328125,5010068
2026-02-23 14:44:00+00:00,24842.849609375,24851.552734375,24838.931640625,24838.931640625,4732826
2026-02-23 14:45:00+00:00,24819.408203125,24833.634765625,24818.794921875,24818.794921875,5084109
2026-02-23 14:46:00+00:00,24814.17578125,24851.197265625,24813.041015625,24851.197265625,5045416
2026-02-23 14:47:00+00:00,24842.20703125,24862.830078125,24842.20703125,24859.6484375,4169637
2026-02-23 14:48:00+00:00,24853.658203125,24863.380859375,24840.58203125,24849.740234375,5257102
2026-02-23 14:49:00+00:00,24857.92578125,24862.453125,24839.095703125,24839.095703125,4048168
2026-02-23 14:50:00+00:00,24837.462890625,24886.623046875,24837.462890625,24886.623046875,4814772
2026-02-23 14:51:00+00:00,24890.736328125,24905.009765625,24887.275390625,24894.642578125,4897954
2026-02-23 14:52:00+00:00,24890.546875,24893.953125,24871.43359375,24871.43359375,4041367
2026-02-23 14:53:00+00:00,24878.775390625,24888.013671875,24870.271484375,24874.0078125,3836271
2026-02-23 14:54:00+00:00,24879.65234375,24879.65234375,24866.140625,24868.62890625,4066723
2026-02-23 14:55:00+00:00,24868.1875,24868.1875,24850.955078125,24857.671875,3615907
2026-02-23 14:56:00+00:00,24861.546875,24870.388671875,24858.75,24864.775390625,3405793
2026-02-23 14:57:00+00:00,24864.248046875,24880.8984375,24864.248046875,24871.923828125,3275198
2026-02-23 14:58:00+00:00,24868.892578125,24868.892578125,24851.60546875,24852.12890625,3156719
2026-02-23 14:59:00+00:00,24852.61328125,24859.78125,24848.400390625,24859.78125,3439761
