timestamp,open,high,low,close,volume
2026-01-01 00:00:00,87648.21,87701.91,87632.74,87701.91,18.4446
2026-01-01 00:05:00,87701.91,87816.0,87701.9,87764.06,57.78717
2026-01-01 00:10:00,87764.06,87764.07,87742.61,87742.61,9.86578
2026-01-01 00:15:00,87742.62,87760.19,87742.61,87760.19,9.47001
2026-01-01 00:20:00,87760.19,87774.0,87760.18,87773.97,4.62578
2026-01-01 00:25:00,87773.98,87776.19,87768.5,87776.18,10.01792
2026-01-01 00:30:00,87776.19,87776.19,87748.78,87748.79,30.2803
2026-01-01 00:35:00,87748.78,87761.07,87733.98,87748.1,13.56688
2026-01-01 00:40:00,87748.09,87758.62,87746.5,87748.89,8.00349
2026-01-01 00:45:00,87748.89,87813.18,87748.88,87813.17,10.14603
2026-01-01 00:50:00,87813.18,87833.69,87800.0,87803.75,31.89071
2026-01-01 00:55:00,87803.75,87849.26,87803.74,87809.23,29.56169
2026-01-01 01:00:00,87809.24,87853.39,87809.23,87853.39,17.97079
2026-01-01 01:05:00,87853.39,87957.14,87853.38,87957.14,40.76869
2026-01-01 01:10:00,87957.13,88013.0,87942.5,88000.0,45.98845
2026-01-01 01:15:00,88000.01,88050.0,87952.0,87952.85,32.3566
2026-01-01 01:20:00,87952.84,87960.64,87911.37,87941.58,15.32891
2026-01-01 01:25:00,87941.59,87941.59,87875.22,87875.22,11.60866
2026-01-01 01:30:00,87875.23,87900.0,87875.22,87894.01,7.69845
2026-01-01 01:35:00,87894.01,87894.02,87841.99,87851.32,17.11744
2026-01-01 01:40:00,87851.31,87886.0,87851.31,87886.0,3.82387
2026-01-01 01:45:00,87885.99,87939.37,87883.12,87914.21,17.8056
2026-01-01 01:50:00,87914.2,88000.0,87914.2,87999.99,13.75255
2026-01-01 01:55:00,87999.99,88015.89,87960.0,87960.0,17.22161
2026-01-01 02:00:00,87960.01,87960.01,87901.83,87950.52,20.90745
2026-01-01 02:05:00,87950.52,88025.18,87950.51,88025.18,7.7487
2026-01-01 02:10:00,88025.18,88025.19,87986.0,87990.52,5.80521
2026-01-01 02:15:00,87990.52,88088.1,87990.52,88001.11,42.65855
2026-01-01 02:20:00,88001.12,88023.27,87966.7,87966.71,12.58654
2026-01-01 02:25:00,87966.72,87966.72,87939.68,87957.63,10.81146
2026-01-01 02:30:00,87957.63,88052.6,87947.74,88000.04,24.56378
2026-01-01 02:35:00,88000.04,88004.91,87950.34,88000.44,20.99297
2026-01-01 02:40:00,88000.44,88000.45,87945.79,87954.16,9.01809
2026-01-01 02:45:00,87954.17,87961.52,87915.59,87922.67,18.62021
2026-01-01 02:50:00,87922.67,87922.67,87900.0,87900.0,16.61545
2026-01-01 02:55:00,87900.0,87952.75,87895.37,87914.0,19.23019
2026-01-01 03:00:00,87914.0,87914.01,87887.28,87912.98,9.59431
2026-01-01 03:05:00,87912.98,87944.72,87909.8,87924.73,19.6226
2026-01-01 03:10:00,87924.73,87984.26,87924.72,87984.25,16.8369
2026-01-01 03:15:00,87984.26,88012.0,87967.11,88012.0,18.14799
